FractionCSP3,NumHAcceptors,NumHDonors,NOCount,NHOHCount,NumAliphaticRings,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumRotatableBonds,TPSA,MolLogP,logS_aq_avg,SMILES
78.26,0.15789473684210525,0.0,6.0,0.0,0.0,1.0,3.0,6.0,0.0,5.0,4.342440000000003,-6.9,CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OS(=O)(=O)C1=CC=C(C)C=C1
83.55000000000001,0.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.6726000000000001,-1.96,Nc1cc(O)c(cc1)C(O)=O
51.21,0.7368421052631579,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.2664000000000026,-3.48,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C(=O)[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O
45.75,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,-0.23009999999999997,0.67,O=C1NC=CC=N1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.886600000000002,-4.15,CCCCCCCS
63.84,0.3333333333333333,0.0,5.0,1.0,1.0,0.0,1.0,5.0,0.0,4.0,1.3037800000000002,-4.06,N#C\C(=N/OCC1OCCO1)C1=CC=CC=C1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.620600000000001,-7.31,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1
190.99999999999997,0.25,6.0,12.0,2.0,2.0,0.0,0.0,8.0,6.0,1.0,-4.819399999999998,-1.99,OC1(C2(C(NC(NC2=O)=O)=O)O)C(NC(NC1=O)=O)=O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2430000000000003,-2.38,Fc1c(F)cc(F)c(F)c1
65.72,0.2,2.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,-0.6283799999999999,-1.26,O=C(NC(C)=C1)NC1=O
26.02,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.19406,-1.96,CC1=CC(C)=C(C)C=C1N
0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.5645000000000007,-2.54,ClCc(cc1)ccc1F
37.3,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.4463000000000001,-1.47,O=C(O)c1cscc1
37.3,0.75,1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,5.206200000000006,-3.8,[H]OC(=O)[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@]3([H])C(C([H])=C(C([H])([H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])([H])[C@@]12[H]
111.9,0.5714285714285714,3.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,0.7233999999999999,-1.42,OC(=O)CSC(SCC(O)=O)SCC(O)=O
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7485,-2.03,C=C(C=C)C
33.120000000000005,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.7871999999999999,-0.46,Oc1cccnc1
100.62,0.6666666666666666,4.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,-0.3468000000000003,-1.86,NC(CCCC(O)=O)C(O)=O
0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.454620000000004,-6.56,CC1=C2C=CC=CC2=CC2=C1C1=C(C=CC=C1)C=C2
20.23,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.6990000000000007,-1.25,OC1=CC(Cl)=C(Cl)C=C1
107.2,0.09090909090909091,3.0,7.0,0.0,0.0,1.0,2.0,6.0,2.0,4.0,0.8682000000000001,-2.58,COc1cnc(NS(=O)(c2ccc(cc2)N)=O)nc1
51.8,0.3333333333333333,2.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.6756399999999999,-1.28,Cc1cc(N)nc(C)n1
164.63,0.43478260869565216,6.0,10.0,0.0,3.0,0.0,1.0,9.0,5.0,3.0,0.18660000000000165,-0.94,CN(C)C1C2CC3CC4=C(C=CC(O)=C4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O)N(C)C
46.53,0.2,1.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,2.3059000000000003,-2.68,OC(=O)CSC(=S)OCC1=CC=CC=C1
40.46,0.45454545454545453,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,2.8305000000000016,-1.95,CCCCCC1=C(O)C=C(O)C=C1
119.61000000000001,0.5384615384615384,5.0,7.0,1.0,1.0,0.0,1.0,7.0,5.0,4.0,-1.6424000000000003,-0.85,OC[C@H]1O[C@@H](OC2=CC=CC=C2CO)[C@H](O)[C@@H](O)[C@@H]1O
15.71,0.3684210526315789,0.0,3.0,1.0,1.0,0.0,2.0,4.0,0.0,5.0,4.495600000000004,-4.22,CN(C)C[C@@H](C)CN1c2cc(ccc2Sc2ccccc12)OC
9.23,0.2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.728300000000001,-3.12,COC1=CC=C(\C=C\C)C=C1
97.50999999999999,0.14285714285714285,1.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.14992,0.49,CC1=C(C=C(C=C1)N(=O)=O)S(O)(=O)=O
107.22,0.13333333333333333,4.0,6.0,1.0,1.0,0.0,2.0,6.0,4.0,1.0,2.2154999999999996,-3.62,Oc(c(O)c3)ccc3C2CC(c1c(O)cc(O)cc1O2)=O
26.3,0.3,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.6629000000000005,-3.77,O=C(OC)C(Cl)Cc1ccc(Cl)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.620600000000001,-7.43,Clc2c(c(Cl)cc(Cl)c2Cl)c1c(Cl)cccc1
60.21,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.4073,-1.81,[O-][N+](=O)c1ccccc1C=O
40.46,0.14285714285714285,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.8844999999999998,-0.29,Oc1c(CO)cccc1
87.49000000000001,0.0,2.0,5.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.478,-1.85,OC(=O)c1cc[n]cc1C(O)=O
58.2,0.3333333333333333,2.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.5378999999999996,-2.64,O=C(NCN1)C(c2ccccc2)(CC)C1=O
40.46,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0977999999999999,0.62,Oc1c(O)cccc1
34.14,0.7894736842105263,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,4.087400000000003,-3.69,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC2=O
43.14,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.4533,-1.96,CCCCCN(=O)=O
28.68,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.5629,-2.16,c1(cccc2)c2[nH]nc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.967200000000002,-6.47,Clc1ccc(Cl)c(c2cccc(Cl)c2Cl)c1
65.18,0.8571428571428571,2.0,4.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.9093000000000027,-6.41,CC(C)(C)CC(C)(C)C1CC\C(=N\O)\C(\C1)=N/O
41.57,0.2222222222222222,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.127600000000002,-3.92,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5882000000000005,-2.7,Fc1ccccc1Br
67.16,0.6666666666666666,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.9143799999999999,-2.72,COC(=O)C(C#N)C(=O)CC(C)C
38.77,0.5333333333333333,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,8.0,2.5839000000000008,-2.71,c1cc(OCC)ccc1C(=O)OCCN(CC)CC
40.620000000000005,0.6,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.3368000000000002,-2.6,CC(C(N(Cl)C1=O)=O)(N1Cl)C
52.489999999999995,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,-0.6623999999999999,0.81,CC(O)CNCC(C)O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5882000000000005,-2.67,Fc1cc(Br)ccc1
95.94,0.47058823529411764,2.0,7.0,2.0,2.0,0.0,1.0,5.0,2.0,5.0,1.0055199999999993,-3.15,CC1=CC=C(OCC(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C=C1
121.38000000000001,1.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,-3.5854000000000004,0.08,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
68.06,0.2857142857142857,2.0,6.0,0.0,0.0,1.0,2.0,4.0,2.0,3.0,1.6258200000000003,-1.83,CCNC(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1
99.6,0.07692307692307693,2.0,7.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.6424999999999998,-3.88,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
80.31,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,12.0,2.3962000000000003,-2.19,CCCCCCS(=O)(=O)NS(=O)(=O)CCCCCC
63.6,0.7333333333333333,1.0,4.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,1.4703,-1.94,CC1C2C(CC(C)C3CC(=O)C(C)=C3C2O)OC1=O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.800000000000002,-6.56,Clc1cc2ccc(Cl)cc2c(Cl)c1
3.24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.6887000000000025,-3.12,CCCCN(CCCC)CCCC
74.43,0.0,2.0,5.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,-0.3538000000000003,-2.29,c12c(nc[nH]2)N=CNC1=O
46.53,0.2222222222222222,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.1918999999999995,-2.13,CC(OC1=CC=C(Cl)C=C1)C(O)=O
52.28,0.3,0.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,2.06628,-1.72,CN(CC1=CC=C(Cl)N=C1)C(C)=NC#N
129.42000000000002,0.0,0.0,9.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,1.4112,-2.89,O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
77.76,0.9583333333333334,3.0,4.0,0.0,4.0,0.0,0.0,3.0,3.0,4.0,4.477900000000005,-3.95,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
26.3,0.75,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.3234,1.07,O=C1CCCO1
20.23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8249,-0.11,OC(CCl)CCl
71.96000000000001,0.625,2.0,6.0,0.0,0.0,1.0,1.0,6.0,2.0,5.0,0.7437999999999999,-1.78,CCNC1=NC(OC)=NC(NCC)=N1
0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.301420000000002,-5.85,Cc1cccc2c3ccccc3ccc21
55.24000000000001,0.3333333333333333,1.0,4.0,0.0,1.0,1.0,2.0,4.0,1.0,4.0,2.1311,-2.6,COc1ccc(C(C2CC2)(c3cncnc3)O)cc1
53.35,0.2631578947368421,0.0,5.0,1.0,1.0,2.0,3.0,5.0,0.0,1.0,3.2795000000000014,-3.96,COC1=CC2=C(C=CC(C)(C)O2)C2=C1C(=O)C1=C(N=CC=C1)N2C
82.25,0.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,3.5058000000000016,-3.05,OC(=O)C1=C(O)C=CC(=C1)N=NC1=CC=CC=C1
128.48000000000002,0.9375,5.0,8.0,1.0,1.0,0.0,0.0,7.0,5.0,10.0,0.2630999999999993,-2.96,CCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O
23.47,0.2857142857142857,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0882000000000014,-1.22,CN(C)CC(O)C1=C2C=CC=CC2=C(Cl)C=C1
55.56,0.36363636363636365,2.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.9902999999999997,-1.85,CCOC1=CC=C(C=C1)N(CC)C(N)=O
34.14,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.752200000000001,-2.8,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1
70.78000000000002,0.9,2.0,5.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,1.1574999999999995,-1.89,NC(=O)OCC1COC2(CCCCC2)O1
62.040000000000006,0.2,4.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.3746999999999998,-0.94,NCCC1=CNC2=C1C=C(O)C=C2
61.55000000000001,0.9,2.0,4.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,1.8741,-2.82,NC(=O)OCC1CSC2(CCCCC2)O1
63.37,0.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.9674000000000014,-3.63,OC1=CC(C2=CC=CC=C2)=C(C=C1)[N+]([O-])=O
52.489999999999995,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,1.2896999999999998,-2.22,CCCCCCCCNCC(O)CO
53.6,0.0,2.0,4.0,0.0,0.0,2.0,4.0,3.0,2.0,2.0,4.617200000000001,-2.82,BrC1=CC=CC(NC2=NC=NC3=CC4=C(C=CN4)C=C23)=C1
130.32999999999998,0.42857142857142855,5.0,8.0,1.0,1.0,0.0,1.0,6.0,5.0,5.0,-2.161999999999999,-1.46,OCC(O)C(O)C(O)CN1C2=C(C=CC=C2)C(=O)NCC1=O
23.550000000000004,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.2487,-1.28,CCN(CC)S(=O)N(CC)CC
65.25999999999999,0.5625,1.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,10.0,4.675800000000003,-3.77,CCCCCCCCN(C)N=NC1=CC=C(C=C1)C(O)=O
38.91,0.07142857142857142,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,3.9890000000000008,-2.17,NC1=C2C=CC(=CC2=NC2=C1C=CC=C2)C(F)(F)F
126.64000000000001,0.75,6.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,9.0,-0.7233999999999987,-2.85,NC(CSCCSCC(N)C(O)=O)C(O)=O
132.88,0.4,6.0,7.0,0.0,0.0,0.0,1.0,6.0,5.0,6.0,-1.7371999999999999,-1.4,NC1=CC=C(C=C1)S(=O)(=O)NC(CO)(CO)CO
126.64000000000001,0.7777777777777778,6.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,-0.3332999999999991,-2.49,NC(CSCCCSCC(N)C(O)=O)C(O)=O
63.580000000000005,0.0,1.0,4.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,2.2447999999999997,-3.22,OC1=C2OC=CC2=CC2=C1OC(=O)C=C2
76.69999999999999,0.0,3.0,5.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,0.14279999999999943,-1.7,NC1=NC(=O)NN1C1=CC=CC=C1
57.7,0.4,1.0,5.0,0.0,0.0,2.0,3.0,5.0,1.0,6.0,2.9400000000000004,-3.09,CCN(CC)CCSC1=NC2=C(NC3=C2C=CC=C3)N=N1
59.300000000000004,0.45454545454545453,1.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,1.2755,-2.11,CCCC1=CC(=O)N(CCC(O)=O)C=C1
69.39,0.25,2.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.6510200000000002,-1.53,COC1=C(C=C(C)C=C1)S(N)(=O)=O
42.010000000000005,0.5217391304347826,0.0,5.0,1.0,1.0,0.0,2.0,5.0,0.0,8.0,3.522700000000002,-1.29,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCCCN1CCN(C)CC1
34.14,0.1111111111111111,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.75302,-2.65,CC1=CC2=C(C=C1)S(=O)(=O)C=C2
65.25999999999999,0.5,1.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,8.0,3.8956000000000026,-2.52,CCCCCCN(C)N=NC1=CC=C(C=C1)C(O)=O
74.57000000000001,0.4444444444444444,2.0,6.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0034,-3.43,CC(C)(C)N1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCNCC1)C(F)=C2
59.3,0.45454545454545453,1.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.4932999999999998,-0.64,OC(=O)CCCCCN1C=CC=CC1=O
108.0,0.3333333333333333,1.0,8.0,0.0,0.0,0.0,1.0,7.0,1.0,7.0,0.44799999999999995,-1.87,CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O
116.45000000000002,0.9285714285714286,4.0,7.0,1.0,1.0,0.0,0.0,7.0,4.0,8.0,-0.3100000000000003,-2.63,CCCCCCCC(=O)OC1C(O)C(O)OC(CO)C1O
79.63000000000001,0.1,2.0,6.0,0.0,0.0,3.0,3.0,5.0,2.0,3.0,1.5579999999999998,-3.95,C(NC1=NC=NC2=C1N=CN2)C1=CC=CO1
32.26,0.3333333333333333,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.9221000000000013,-1.39,OC(C1CCNCC1)(C1=CC=CC=C1)C1=CC=CC=C1
68.55000000000001,0.2727272727272727,0.0,5.0,1.0,1.0,0.0,1.0,5.0,0.0,2.0,1.2458799999999999,-3.48,COC1=C(OC)C2=C(COC2=O)C(=C1)C#N
75.27000000000001,0.5454545454545454,2.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,0.9609999999999999,-2.36,CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O
89.25999999999999,0.3125,3.0,5.0,0.0,0.0,1.0,2.0,5.0,2.0,7.0,2.3721,-2.05,CC(C)CNCC1=CC=C(C=C1)C(=O)C1=CSC(=C1)S(N)(=O)=O
54.86,0.09090909090909091,1.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0308,-3.94,FC1=CN(CC2=C(Cl)C=C(Cl)C=C2)C(=O)NC1=O
32.260000000000005,0.21428571428571427,0.0,4.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,2.759900000000001,-4.63,CCN1C2=NC=CC=C2N(C)C(=S)C2=CC=CN=C12
38.91,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,3.109300000000001,-2.4,NC1=C2C=C(F)C=CC2=NC2=C1C=CC=C2
55.56,0.5,2.0,4.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,2.1559,-2.38,CCN(CC)C(C)COC(=O)C1=CC=C(N)C=C1
63.32,0.8333333333333334,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.5901000000000001,0.59,NCCCCCC(O)=O
93.73,0.6153846153846154,2.0,7.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0.19219999999999993,-1.45,COC(=O)CNC(=O)C(CC#C)NC(=O)OC(C)(C)C
58.2,0.8,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.5141999999999993,-2.16,CCCCC(=O)NNC(=O)CCCC
108.21000000000001,0.4117647058823529,5.0,6.0,0.0,0.0,1.0,2.0,3.0,4.0,7.0,1.6532000000000002,-1.12,CC(C)CC(N)C(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O
112.65,0.2727272727272727,5.0,6.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,-0.5372000000000001,-1.1,NC(CC1=CC=C(O)C=C1)C(=O)NCC(O)=O
89.7,0.3125,2.0,6.0,1.0,1.0,1.0,2.0,6.0,1.0,5.0,1.4587000000000003,-1.92,NS(=O)(=O)C1=CC(=CS1)C(=O)C1=CC(CN2CCOCC2)=CC=C1
90.37,0.5555555555555556,3.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,-0.5566000000000006,-1.18,NC1=NC(=O)N(C=C1)C1CC(F)C(CO)O1
32.7,0.47368421052631576,1.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,7.0,3.7878000000000025,-1.68,CCN(CC)CCC(C)(O)C1=C2C=CC=CC2=C(OC)C=C1
62.66,0.5652173913043478,1.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,6.0,3.5679000000000025,-1.41,CC(C)CCOC(=O)C1CN2CCC1CC2C(O)C1=CC=NC2=C1C=CC=C2
46.53,0.46153846153846156,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,3.8918000000000035,-4.22,CCCCCCOC(=O)C1=CC(Br)=C(O)C=C1
75.99000000000001,0.2857142857142857,2.0,5.0,1.0,1.0,0.0,2.0,5.0,2.0,4.0,4.321600000000004,-5.44,COC1=CC(O)=C(CC=C(C)C)C2=C1C(=O)CC(O2)C1=CC=C(O)C=C1
59.59,0.23529411764705882,2.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,6.0,4.128000000000002,-4.44,CCOC1=CC=C(NC(=O)NC2=CC=C(OCC)C=C2)C=C1
40.54,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4.529200000000003,-5.47,ON(C(=O)C1=CC2=C(C=CC=C2)C=C1)C1=CC=C(Cl)C=C1
80.59,0.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.5357999999999999,-4.07,OC(=O)C1=CC=C(C=C1)[P+](O)([O-])C1=CC=CC=C1
12.47,0.3,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,4.133620000000003,-4.4,CC1=C2C=CC=CC2=C(CN2CCOCC2)C2=C1C=CC=C2
126.56,0.2,4.0,7.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,0.1372999999999997,-2.03,NS(=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1
75.27,0.11764705882352941,2.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,2.4497400000000003,-2.2,CC1=C(NC(=O)C(=O)C(=O)NC2=C(C)C=CC=C2)C=CC=C1
50.800000000000004,0.1875,1.0,5.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,3.581000000000002,-4.16,COc1ccc(Oc2ccc(cc2)NC(N(C)C)=O)cc1
46.09,0.5,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,5.0,2.0904999999999996,-1.72,CCN(CC)C(=O)CSC1=CC=C(Cl)N=N1
0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.811400000000001,-3.28,CCc1ccccc1CC
106.32999999999998,0.3333333333333333,3.0,6.0,0.0,0.0,1.0,2.0,6.0,2.0,8.0,2.1180000000000003,-1.68,CCCCNCC1=CC=C(C=C1)S(=O)(=O)C1=CSC(=C1)S(N)(=O)=O
80.31,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,0.8357999999999999,-0.76,CCCCS(=O)(=O)NS(=O)(=O)CCCC
65.25999999999999,0.2222222222222222,1.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.9451,-0.8,CN(C)N=NC1=CC=C(C=C1)C(O)=O
73.12,0.7777777777777778,2.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.98898,-0.98,CCC(C)C(NCCC#N)C(O)=O
69.44,0.4166666666666667,0.0,5.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,2.7805000000000017,-3.66,CCC1(CC)OC(=O)C2=C1C=CC(=C2)[N+]([O-])=O
89.25999999999999,0.3125,3.0,5.0,0.0,0.0,1.0,2.0,5.0,2.0,7.0,2.3721,-2.05,CC(C)CNCC1=CC=CC(=C1)C(=O)C1=CSC(=C1)S(N)(=O)=O
20.310000000000002,0.2222222222222222,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0418000000000003,-1.0,CN(C)C(=O)C1=CC=C(Cl)C=C1
73.66,0.4444444444444444,2.0,5.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0632,-1.94,OC(C1CC2CCN1CC2C(O)=O)C1=CC=NC2=C1C=CC=C2
39.94,0.2,0.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,1.9158199999999999,-0.98,CN1N=C(OC2=CC=CC=N2)C=C1C
46.53,0.3,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.2831000000000001,-1.26,CCOC(=O)C(O)C1=CC=CC=C1
121.79999999999998,0.375,3.0,8.0,0.0,0.0,0.0,1.0,5.0,3.0,8.0,0.40869999999999923,-2.66,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(O)=O)NC(=O)C(F)(F)F
68.15,1.0,2.0,5.0,2.0,2.0,0.0,0.0,5.0,2.0,1.0,0.1761999999999998,-2.12,OCC1OC2OC(OC2C1O)C(Cl)(Cl)Cl
33.45,0.4375,0.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,2.8002200000000013,-3.89,CC1=CC(=O)OC2=C3CCCN4CCCC(C=C12)=C34
84.96000000000001,0.0,1.0,6.0,0.0,0.0,2.0,3.0,4.0,1.0,2.0,2.7311000000000005,-3.89,[O-][N+](=O)C1=CC=C(O1)C1=NC2=C(N1)C=CC=C2
82.14000000000001,0.4,0.0,7.0,1.0,1.0,0.0,1.0,6.0,0.0,4.0,0.6275,-1.8,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)N1CCOCC1
49.33,0.5,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,3.030000000000001,-2.89,CCCC(CCC)(C(=O)NO)C1=CC=CC=C1
72.68,0.3157894736842105,0.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0,8.0,3.8347000000000033,-2.84,CCN(CC)CC(OC(=O)C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1
49.33,0.5,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,2.8493199999999996,-3.35,CCC(CC)(CC1=CC=C(C)C=C1)C(=O)NO
84.55000000000001,0.1,3.0,5.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,0.863,-1.69,NC1=CC=C(C=C1)S(=O)(=O)N=C1CC=CN1
58.2,0.75,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.7339999999999997,-1.0,CCCC(=O)NNC(=O)CCC
